Minisector,VER,BOT,Fastest
0,291.5421192389417,286.57396796350207,VER
1,303.06282283318563,297.5678578387825,VER
2,308.19947701125545,301.8479765307815,VER
3,309.5580247308642,297.4889376829348,VER
4,204.03522786349205,185.95233262385486,VER
5,213.41766691294782,211.44972942311426,VER
6,264.6188975987586,261.8965232951227,VER
7,270.6604552290899,256.33726906896396,VER
8,191.95796896218744,181.498935364586,VER
9,156.25803784534932,146.22633978334886,VER
10,186.10747599938696,190.95263999849502,BOT
11,258.87895426053313,254.70444573835314,VER
12,253.865617442643,241.96251828749206,VER
13,230.91774928422362,220.2480323919864,VER
14,272.35922128269675,263.94266253629627,VER
15,164.69973681265225,167.41271048807448,BOT
16,215.25850129628867,218.08012402402932,BOT
17,241.53443641154325,237.09380318571428,VER
18,137.18489649543858,138.28276694652558,BOT
19,237.17157252551112,235.3068134899471,VER
20,276.7473985077414,272.191407056,VER
21,246.36963471559284,243.79660257532478,VER
22,142.8267935401888,139.43483290748833,VER
23,213.0007978353131,205.96003704994374,VER
24,268.6408946303548,264.1680280453515,VER
25,282.47142765714284,278.21495374058844,VER
